,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,depress
966,25-34,Female,Masters degree,25.0,40.0,51.0,46.0,40.0,5.0,8.0,5,6,6,5,1.5
967,18-24,Male,Masters degree,27.0,47.0,46.0,45.0,45.0,5.0,10.0,5,6,4,6,3.5
968,18-24,Female,"Some college or university, no certificate or degree",30.0,42.0,50.0,50.0,44.0,3.0,5.0,4,6,5,4,0.5
969,18-24,Female,"Some college or university, no certificate or degree",33.0,41.0,57.0,52.0,39.0,8.0,10.0,5,6,6,5,1.0
970,18-24,Male,"Some college or university, no certificate or degree",22.0,48.0,53.0,33.0,48.0,4.0,9.0,6,3,3,4,0.0
971,55-64,Male,Doctorate degree,20.0,48.0,50.0,50.0,47.0,6.0,7.0,6,6,6,4,1.0
972,35-44,Female,University degree,38.0,40.0,45.0,39.0,38.0,7.0,9.0,5,4,5,5,0.0
973,25-34,Male,"Some college or university, no certificate or degree",40.0,28.0,50.0,36.0,48.0,4.0,8.0,6,6,4,6,0.0
974,18-24,Male,"Some college or university, no certificate or degree",50.0,31.0,38.0,44.0,38.0,3.0,8.0,6,6,4,6,1.0
975,18-24,Male,"Some college or university, no certificate or degree",20.0,53.0,54.0,52.0,46.0,3.0,11.0,6,6,5,6,0.0
976,18-24,Male,"Some college or university, no certificate or degree",48.0,40.0,53.0,35.0,36.0,6.0,11.0,5,2,4,5,0.0
977,65+,Male,Masters degree,18.0,40.0,50.0,48.0,47.0,6.0,5.0,1,1,1,1,0.0
978,18-24,Male,"Some college or university, no certificate or degree",30.0,47.0,51.0,47.0,42.0,4.0,5.0,0,6,6,0,1.5
979,35-44,Female,Masters degree,30.0,49.0,37.0,53.0,39.0,8.0,10.0,5,6,6,6,2.0
980,45-54,Female,"Some college or university, no certificate or degree",48.0,32.0,43.0,42.0,47.0,3.0,6.0,6,6,6,6,2.5
981,25-34,Female,Doctorate degree,42.0,41.0,51.0,39.0,40.0,3.0,4.0,4,5,6,3,2.0
982,18-24,Male,"Some college or university, no certificate or degree",40.0,39.0,47.0,38.0,45.0,4.0,7.0,4,4,5,6,2.0
983,18-24,Male,"Some college or university, no certificate or degree",46.0,47.0,38.0,37.0,34.0,7.0,10.0,6,6,6,6,3.5
984,25-34,Female,University degree,42.0,39.0,57.0,31.0,49.0,6.0,10.0,5,6,6,6,3.0
985,18-24,Male,"Some college or university, no certificate or degree",34.0,39.0,54.0,49.0,41.0,7.0,11.0,6,6,5,6,1.5
986,18-24,Male,"Some college or university, no certificate or degree",34.0,42.0,54.0,40.0,35.0,6.0,10.0,5,6,4,6,1.5
987,18-24,Male,Professional certificate/diploma,43.0,34.0,41.0,40.0,44.0,7.0,7.0,5,6,3,0,3.0
988,25-34,Male,"Some college or university, no certificate or degree",52.0,44.0,49.0,34.0,25.0,8.0,10.0,4,6,4,5,2.0
989,18-24,Male,"Some college or university, no certificate or degree",46.0,29.0,49.0,43.0,35.0,3.0,7.0,4,5,6,6,3.0
990,25-34,Male,University degree,28.0,40.0,47.0,36.0,40.0,8.0,10.0,5,6,4,6,2.0
991,18-24,Male,"Some college or university, no certificate or degree",52.0,36.0,56.0,44.0,39.0,7.0,10.0,6,6,5,6,4.0
992,18-24,Male,"Some college or university, no certificate or degree",39.0,51.0,48.0,38.0,28.0,9.0,11.0,5,6,6,6,4.0
993,55-64,Male,Professional certificate/diploma,28.0,42.0,50.0,44.0,42.0,4.0,6.0,3,6,5,6,1.0
994,25-34,Male,University degree,25.0,45.0,55.0,56.0,49.0,4.0,8.0,5,6,5,4,2.0
995,18-24,Male,"Some college or university, no certificate or degree",41.0,45.0,51.0,49.0,36.0,6.0,10.0,5,6,6,6,1.5
996,18-24,Male,Masters degree,28.0,38.0,44.0,37.0,41.0,6.0,9.0,5,4,5,6,2.0
997,18-24,Male,Masters degree,28.0,46.0,43.0,46.0,47.0,7.0,9.0,5,5,4,5,3.0
998,25-34,Male,Masters degree,47.0,38.0,52.0,39.0,48.0,4.0,7.0,6,6,6,3,3.5
999,25-34,Female,Doctorate degree,26.0,45.0,44.0,42.0,48.0,4.0,5.0,3,6,6,4,0.0
1000,18-24,Male,"Some college or university, no certificate or degree",29.0,43.0,45.0,44.0,51.0,3.0,3.0,4,5,3,6,2.5
1001,18-24,Male,Left school at 16 years,48.0,32.0,44.0,42.0,37.0,8.0,9.0,5,6,5,0,1.5
1002,18-24,Male,"Some college or university, no certificate or degree",35.0,46.0,37.0,27.0,35.0,8.0,11.0,5,5,4,6,3.0
1003,45-54,Female,"Some college or university, no certificate or degree",32.0,41.0,47.0,46.0,47.0,2.0,3.0,4,6,6,6,0.5
1004,18-24,Male,"Some college or university, no certificate or degree",55.0,27.0,44.0,33.0,44.0,2.0,5.0,3,6,5,3,0.0
1005,18-24,Male,Left school at 18 years ,53.0,23.0,38.0,40.0,17.0,4.0,3.0,5,6,2,5,1.5
1006,18-24,Male,Left school at 18 years ,44.0,29.0,33.0,43.0,29.0,8.0,10.0,5,6,4,6,3.0
1007,18-24,Female,Left school at 18 years ,53.0,33.0,52.0,44.0,35.0,3.0,5.0,3,4,6,0,0.0
1008,18-24,Male,"Some college or university, no certificate or degree",35.0,41.0,56.0,49.0,42.0,5.0,8.0,4,4,5,3,0.0
1009,45-54,Male,Masters degree,42.0,31.0,42.0,40.0,33.0,4.0,6.0,6,4,6,6,2.0
1010,18-24,Female,Left school at 18 years ,48.0,46.0,49.0,41.0,40.0,6.0,8.0,5,4,3,3,2.0
1011,45-54,Male,University degree,29.0,40.0,46.0,43.0,45.0,1.0,5.0,6,4,5,6,2.0
1012,18-24,Female,"Some college or university, no certificate or degree",30.0,49.0,57.0,51.0,36.0,5.0,11.0,6,6,6,4,1.5
1013,25-34,Male,"Some college or university, no certificate or degree",53.0,31.0,49.0,38.0,31.0,5.0,3.0,6,5,5,6,3.0
1014,18-24,Male,"Some college or university, no certificate or degree",42.0,42.0,47.0,44.0,41.0,5.0,9.0,5,6,6,6,3.0
1015,25-34,Male,"Some college or university, no certificate or degree",28.0,53.0,52.0,46.0,37.0,9.0,11.0,5,6,4,6,1.5
1016,45-54,Male,University degree,25.0,44.0,59.0,48.0,50.0,2.0,7.0,1,6,6,6,3.5
1017,18-24,Male,Professional certificate/diploma,18.0,55.0,57.0,44.0,52.0,5.0,9.0,6,6,4,3,0.0
1018,25-34,Male,"Some college or university, no certificate or degree",39.0,20.0,40.0,32.0,22.0,7.0,7.0,6,6,5,3,1.5
1019,18-24,Female,Left school at 18 years ,32.0,31.0,39.0,46.0,49.0,3.0,1.0,5,6,4,3,0.0
1020,25-34,Male,Left school at 18 years ,38.0,50.0,48.0,33.0,42.0,4.0,9.0,0,6,5,0,1.5
1021,35-44,Female,"Some college or university, no certificate or degree",45.0,30.0,36.0,40.0,36.0,5.0,1.0,3,6,5,6,0.0
1022,18-24,Male,University degree,37.0,33.0,53.0,30.0,47.0,4.0,5.0,6,5,4,3,1.5
1023,18-24,Female,"Some college or university, no certificate or degree",55.0,19.0,38.0,40.0,23.0,3.0,4.0,5,2,4,3,0.0
1024,18-24,Male,Left school at 18 years ,49.0,39.0,56.0,37.0,39.0,4.0,7.0,5,4,4,2,0.0
1025,18-24,Male,"Some college or university, no certificate or degree",29.0,38.0,53.0,36.0,23.0,8.0,9.0,6,6,4,4,0.0
1026,18-24,Female,Left school at 18 years ,39.0,32.0,49.0,47.0,37.0,7.0,7.0,4,6,5,3,2.5
1027,18-24,Female,University degree,25.0,33.0,41.0,41.0,39.0,4.0,5.0,5,2,4,3,0.0
1028,45-54,Male,Doctorate degree,37.0,42.0,49.0,37.0,42.0,5.0,8.0,2,6,6,0,2.0
1029,35-44,Female,University degree,42.0,42.0,43.0,43.0,46.0,8.0,10.0,5,6,4,5,2.0
1030,18-24,Female,Masters degree,32.0,45.0,50.0,47.0,50.0,4.0,11.0,5,5,6,4,0.0
1031,18-24,Female,University degree,41.0,33.0,40.0,36.0,39.0,4.0,8.0,5,6,6,5,2.5
1032,18-24,Male,"Some college or university, no certificate or degree",29.0,42.0,50.0,50.0,42.0,5.0,9.0,3,6,6,5,0.0
1033,25-34,Male,"Some college or university, no certificate or degree",38.0,30.0,45.0,36.0,31.0,8.0,8.0,3,3,4,6,2.0
1034,18-24,Male,"Some college or university, no certificate or degree",38.0,35.0,47.0,39.0,40.0,5.0,8.0,6,6,6,3,0.0
1035,18-24,Female,"Some college or university, no certificate or degree",48.0,36.0,49.0,39.0,34.0,6.0,11.0,6,6,5,6,1.0
1036,18-24,Male,Professional certificate/diploma,41.0,43.0,57.0,43.0,38.0,6.0,9.0,6,6,4,6,1.5
1037,18-24,Female,"Some college or university, no certificate or degree",41.0,45.0,52.0,42.0,40.0,8.0,10.0,6,6,4,6,2.5
1038,25-34,Male,"Some college or university, no certificate or degree",19.0,43.0,50.0,47.0,47.0,2.0,4.0,4,6,5,5,2.0
1039,35-44,Female,Masters degree,48.0,29.0,46.0,58.0,36.0,4.0,1.0,6,6,6,0,0.0
1040,18-24,Female,"Some college or university, no certificate or degree",38.0,34.0,51.0,56.0,49.0,6.0,10.0,5,6,4,3,1.5
1041,18-24,Male,"Some college or university, no certificate or degree",43.0,39.0,50.0,38.0,45.0,3.0,7.0,6,6,6,6,3.0
1042,35-44,Female,Masters degree,42.0,39.0,32.0,42.0,34.0,7.0,8.0,6,6,3,6,1.0
1043,35-44,Male,University degree,38.0,24.0,31.0,34.0,31.0,9.0,9.0,6,6,6,0,1.5
1044,25-34,Male,"Some college or university, no certificate or degree",46.0,36.0,47.0,49.0,38.0,7.0,6.0,5,6,5,6,2.0
1045,25-34,Female,Masters degree,45.0,37.0,36.0,48.0,37.0,2.0,5.0,6,6,6,0,0.0
1046,18-24,Male,"Some college or university, no certificate or degree",43.0,48.0,55.0,49.0,35.0,8.0,10.0,6,6,6,6,0.0
1047,25-34,Female,Masters degree,49.0,48.0,57.0,26.0,32.0,8.0,10.0,5,6,4,0,2.5
1048,18-24,Male,"Some college or university, no certificate or degree",48.0,31.0,49.0,43.0,44.0,2.0,2.0,5,5,5,3,2.0
1049,18-24,Male,Masters degree,23.0,55.0,49.0,38.0,46.0,7.0,11.0,6,6,4,6,1.5
1050,18-24,Male,Professional certificate/diploma,25.0,44.0,46.0,45.0,38.0,4.0,5.0,5,6,5,4,0.0
1051,18-24,Female,"Some college or university, no certificate or degree",46.0,43.0,55.0,53.0,37.0,7.0,9.0,5,6,4,5,1.5
1052,25-34,Male,Doctorate degree,22.0,39.0,51.0,30.0,44.0,5.0,10.0,5,6,3,1,2.5
1053,18-24,Male,"Some college or university, no certificate or degree",29.0,37.0,39.0,41.0,40.0,4.0,6.0,5,6,4,6,1.5
1054,18-24,Male,Left school at 18 years ,48.0,36.0,35.0,30.0,26.0,8.0,11.0,6,5,5,6,2.0
1055,18-24,Female,"Some college or university, no certificate or degree",40.0,36.0,49.0,41.0,39.0,4.0,6.0,5,4,4,3,1.0
1056,25-34,Male,Left school at 16 years,28.0,48.0,56.0,39.0,46.0,5.0,8.0,6,5,5,6,3.0
1057,25-34,Female,"Some college or university, no certificate or degree",38.0,39.0,51.0,47.0,51.0,2.0,3.0,4,5,4,2,2.5
1058,35-44,Female,Left school at 18 years ,39.0,31.0,38.0,31.0,31.0,5.0,8.0,4,5,5,3,1.5
1059,18-24,Male,University degree,43.0,32.0,37.0,40.0,39.0,6.0,8.0,5,6,3,0,2.0
1060,18-24,Male,"Some college or university, no certificate or degree",30.0,39.0,51.0,49.0,40.0,3.0,8.0,5,6,5,3,0.0
1061,45-54,Female,Masters degree,30.0,40.0,56.0,47.0,48.0,2.0,5.0,5,2,6,1,0.5
1062,18-24,Female,Left school at 18 years ,33.0,44.0,36.0,44.0,47.0,8.0,7.0,2,4,6,0,0.0
1063,18-24,Female,University degree,48.0,52.0,56.0,42.0,38.0,8.0,10.0,5,5,6,0,1.5
1064,25-34,Male,"Some college or university, no certificate or degree",21.0,39.0,52.0,33.0,45.0,4.0,7.0,5,4,5,5,1.0
1065,25-34,Male,Masters degree,29.0,44.0,56.0,47.0,46.0,4.0,10.0,5,6,6,6,3.0
1066,18-24,Male,"Some college or university, no certificate or degree",13.0,43.0,54.0,50.0,33.0,7.0,9.0,4,4,5,5,0.0
1067,35-44,Female,Left school at 17 years,48.0,35.0,50.0,45.0,52.0,2.0,2.0,5,6,4,6,0.0
1068,35-44,Male,University degree,30.0,35.0,29.0,41.0,40.0,1.0,3.0,3,6,4,0,0.0
1069,18-24,Male,Left school at 18 years ,21.0,46.0,46.0,43.0,35.0,7.0,7.0,6,5,4,6,0.0
1070,25-34,Female,Doctorate degree,27.0,40.0,53.0,55.0,54.0,2.0,6.0,6,5,5,2,0.0
1071,25-34,Female,Masters degree,35.0,30.0,43.0,42.0,50.0,4.0,3.0,6,6,5,0,0.0
1072,18-24,Male,Masters degree,40.0,40.0,48.0,39.0,43.0,7.0,7.0,5,6,6,0,0.0
1073,18-24,Male,"Some college or university, no certificate or degree",31.0,37.0,53.0,44.0,31.0,4.0,9.0,5,6,5,6,1.0
1074,18-24,Female,Masters degree,51.0,29.0,45.0,45.0,39.0,3.0,2.0,2,6,6,0,0.0
1075,35-44,Female,Doctorate degree,29.0,42.0,46.0,41.0,51.0,2.0,2.0,5,3,6,0,0.0
1076,35-44,Male,Left school at 18 years ,39.0,35.0,43.0,40.0,41.0,5.0,9.0,6,5,6,3,0.5
1077,18-24,Male,Left school at 17 years,27.0,36.0,51.0,51.0,40.0,3.0,6.0,3,5,4,0,0.0
1078,35-44,Female,Professional certificate/diploma,40.0,40.0,39.0,44.0,41.0,2.0,3.0,4,6,6,3,0.0
1079,25-34,Female,University degree,53.0,26.0,57.0,37.0,44.0,5.0,11.0,3,6,6,3,1.5
1080,45-54,Male,Professional certificate/diploma,22.0,46.0,44.0,40.0,44.0,4.0,2.0,4,6,6,0,0.0
1081,35-44,Female,Professional certificate/diploma,41.0,30.0,36.0,44.0,33.0,2.0,3.0,4,5,5,0,0.0
1082,25-34,Female,Masters degree,39.0,51.0,45.0,45.0,46.0,6.0,9.0,6,6,6,0,0.0
1083,18-24,Female,Masters degree,25.0,50.0,48.0,50.0,50.0,4.0,6.0,5,6,6,0,0.0
1084,18-24,Male,Masters degree,33.0,43.0,44.0,45.0,38.0,4.0,6.0,5,6,6,3,0.0
1085,18-24,Female,Masters degree,42.0,47.0,40.0,40.0,32.0,3.0,4.0,6,6,6,0,0.0
1086,18-24,Female,University degree,35.0,39.0,49.0,45.0,45.0,2.0,6.0,5,6,4,2,1.0
1087,18-24,Female,Masters degree,33.0,43.0,52.0,42.0,53.0,6.0,8.0,6,5,5,0,0.0
1088,35-44,Male,Professional certificate/diploma,34.0,39.0,50.0,46.0,46.0,3.0,8.0,6,6,5,1,1.0
1089,18-24,Female,Masters degree,35.0,46.0,58.0,41.0,44.0,2.0,5.0,3,6,5,0,0.0
1090,18-24,Female,Masters degree,41.0,43.0,46.0,41.0,44.0,5.0,5.0,6,6,6,3,1.0
1091,25-34,Female,Masters degree,31.0,39.0,48.0,47.0,48.0,5.0,4.0,6,6,6,0,1.5
1092,25-34,Female,University degree,26.0,49.0,47.0,50.0,40.0,2.0,9.0,6,6,5,6,2.5
1093,18-24,Female,Masters degree,42.0,49.0,45.0,57.0,38.0,8.0,8.0,5,6,5,0,0.0
1094,45-54,Female,Left school at 16 years,31.0,44.0,38.0,50.0,43.0,5.0,5.0,4,6,5,3,2.5
1095,18-24,Male,University degree,21.0,34.0,42.0,35.0,32.0,5.0,9.0,3,6,4,0,3.0
1096,25-34,Female,University degree,23.0,51.0,40.0,39.0,46.0,7.0,8.0,6,6,5,5,1.0
1097,35-44,Male,Masters degree,31.0,46.0,47.0,43.0,48.0,7.0,6.0,5,4,5,6,1.0
1098,25-34,Male,Masters degree,47.0,32.0,40.0,43.0,43.0,4.0,1.0,5,6,5,2,0.0
1099,18-24,Male,Left school at 18 years ,30.0,35.0,56.0,54.0,33.0,4.0,5.0,5,5,4,6,3.0
1100,25-34,Male,"Some college or university, no certificate or degree",27.0,40.0,51.0,44.0,37.0,7.0,7.0,3,6,6,6,2.0
1101,18-24,Female,"Some college or university, no certificate or degree",36.0,37.0,46.0,37.0,37.0,2.0,6.0,4,6,4,0,0.0
1102,18-24,Female,Masters degree,24.0,48.0,48.0,46.0,46.0,4.0,8.0,5,5,6,5,1.0
1103,18-24,Male,"Some college or university, no certificate or degree",30.0,43.0,45.0,45.0,28.0,5.0,9.0,6,6,5,6,0.0
1104,18-24,Female,University degree,39.0,39.0,42.0,41.0,50.0,3.0,5.0,5,6,5,3,1.0
1105,18-24,Female,Masters degree,28.0,39.0,45.0,40.0,39.0,4.0,10.0,6,5,5,6,1.5
1106,18-24,Female,Left school at 18 years ,26.0,42.0,57.0,37.0,28.0,5.0,9.0,5,5,5,0,0.0
1107,25-34,Male,"Some college or university, no certificate or degree",25.0,32.0,51.0,35.0,26.0,2.0,7.0,6,6,5,6,2.5
1108,25-34,Female,Doctorate degree,34.0,38.0,43.0,56.0,52.0,2.0,7.0,4,6,5,1,0.0
1109,25-34,Female,"Some college or university, no certificate or degree",54.0,38.0,49.0,35.0,34.0,5.0,9.0,5,3,5,6,2.0
1110,18-24,Male,University degree,47.0,47.0,53.0,42.0,38.0,9.0,11.0,5,5,6,4,2.5
1111,18-24,Male,"Some college or university, no certificate or degree",27.0,51.0,55.0,51.0,40.0,5.0,8.0,6,6,5,6,4.0
1112,45-54,Male,"Some college or university, no certificate or degree",57.0,29.0,33.0,44.0,29.0,7.0,5.0,5,6,5,1,3.5
1113,18-24,Female,"Some college or university, no certificate or degree",38.0,39.0,44.0,56.0,51.0,2.0,3.0,5,6,4,0,3.0
1114,45-54,Male,Doctorate degree,40.0,37.0,50.0,45.0,32.0,8.0,7.0,6,6,6,2,1.0
1115,18-24,Male,Left school at 18 years ,27.0,31.0,41.0,36.0,46.0,3.0,5.0,5,6,6,6,3.5
1116,18-24,Male,"Some college or university, no certificate or degree",12.0,43.0,46.0,51.0,54.0,4.0,9.0,5,6,6,5,0.0
1117,45-54,Male,Left school at 16 years,41.0,36.0,49.0,26.0,40.0,7.0,6.0,3,6,6,1,1.0
1118,18-24,Male,"Some college or university, no certificate or degree",45.0,40.0,54.0,42.0,31.0,8.0,8.0,5,6,6,6,1.5
1119,18-24,Male,"Some college or university, no certificate or degree",51.0,31.0,45.0,37.0,37.0,3.0,6.0,6,6,6,6,3.0
1120,25-34,Female,University degree,21.0,55.0,60.0,50.0,40.0,6.0,11.0,6,6,6,6,1.5
1121,18-24,Male,"Some college or university, no certificate or degree",46.0,37.0,46.0,31.0,34.0,7.0,9.0,4,4,5,3,1.5
1122,25-34,Male,University degree,26.0,48.0,49.0,46.0,47.0,5.0,6.0,5,6,6,2,1.0
1123,25-34,Male,"Some college or university, no certificate or degree",32.0,21.0,37.0,38.0,40.0,5.0,9.0,2,6,4,1,1.5
1124,18-24,Male,Left school at 16 years,35.0,26.0,56.0,43.0,39.0,3.0,5.0,3,6,4,6,1.0
1125,25-34,Male,Professional certificate/diploma,43.0,33.0,38.0,43.0,32.0,6.0,5.0,6,6,6,6,2.5
1126,25-34,Male,Left school at 18 years ,26.0,40.0,29.0,46.0,42.0,8.0,7.0,6,4,6,6,3.5
1127,25-34,Male,Professional certificate/diploma,49.0,30.0,43.0,42.0,24.0,4.0,6.0,4,6,5,6,3.5
1128,55-64,Male,Left school at 17 years,41.0,37.0,42.0,32.0,46.0,4.0,7.0,3,6,3,1,2.0
1129,18-24,Male,"Some college or university, no certificate or degree",49.0,33.0,51.0,45.0,36.0,6.0,10.0,4,6,5,5,2.5
1130,18-24,Male,"Some college or university, no certificate or degree",46.0,25.0,41.0,50.0,32.0,7.0,8.0,5,6,5,6,1.5
1131,18-24,Male,"Some college or university, no certificate or degree",22.0,31.0,52.0,53.0,28.0,4.0,8.0,5,3,6,5,0.0
1132,18-24,Male,"Some college or university, no certificate or degree",40.0,41.0,45.0,43.0,27.0,8.0,9.0,6,4,5,6,4.5
1133,25-34,Female,Professional certificate/diploma,56.0,45.0,51.0,29.0,28.0,9.0,11.0,4,6,0,6,3.0
1134,25-34,Male,Masters degree,42.0,35.0,47.0,35.0,40.0,4.0,6.0,6,6,6,3,4.5
1135,35-44,Male,Professional certificate/diploma,24.0,41.0,56.0,50.0,44.0,8.0,9.0,3,3,5,6,1.0
1136,18-24,Male,Masters degree,40.0,48.0,38.0,37.0,38.0,9.0,8.0,5,6,6,6,2.0
1137,18-24,Male,Left school at 18 years ,49.0,44.0,44.0,34.0,29.0,8.0,10.0,3,6,5,6,2.0
1138,25-34,Female,Doctorate degree,35.0,42.0,40.0,43.0,45.0,2.0,4.0,5,6,6,0,0.0
1139,25-34,Female,University degree,39.0,26.0,46.0,47.0,32.0,4.0,4.0,5,6,5,0,0.0
1140,25-34,Male,"Some college or university, no certificate or degree",41.0,31.0,49.0,16.0,38.0,9.0,10.0,6,6,6,6,1.5
1141,18-24,Female,"Some college or university, no certificate or degree",27.0,43.0,47.0,52.0,40.0,4.0,10.0,6,5,5,5,2.5
1142,25-34,Female,University degree,51.0,28.0,51.0,36.0,30.0,6.0,10.0,4,6,4,6,1.5
1143,35-44,Male,Professional certificate/diploma,40.0,31.0,47.0,42.0,46.0,6.0,7.0,4,6,0,6,3.0
1144,18-24,Female,"Some college or university, no certificate or degree",54.0,26.0,54.0,52.0,33.0,4.0,10.0,6,6,4,6,2.0
1145,45-54,Male,University degree,38.0,32.0,41.0,41.0,37.0,5.0,4.0,1,6,6,6,2.0
1146,18-24,Male,"Some college or university, no certificate or degree",51.0,34.0,41.0,35.0,25.0,4.0,7.0,5,6,3,6,1.0
1147,25-34,Male,Masters degree,38.0,35.0,48.0,43.0,34.0,3.0,3.0,5,6,5,3,2.0
1148,25-34,Male,University degree,14.0,37.0,38.0,33.0,48.0,4.0,7.0,5,6,4,0,4.0
1149,35-44,Male,Professional certificate/diploma,53.0,33.0,47.0,33.0,32.0,7.0,5.0,3,6,3,6,2.5
1150,18-24,Male,"Some college or university, no certificate or degree",37.0,41.0,47.0,39.0,37.0,6.0,11.0,5,6,5,5,3.0
1151,45-54,Female,Left school at 18 years ,30.0,44.0,44.0,46.0,48.0,3.0,5.0,1,5,5,6,4.0
1152,25-34,Male,"Some college or university, no certificate or degree",48.0,37.0,50.0,50.0,45.0,5.0,8.0,4,6,4,5,4.5
1153,35-44,Female,University degree,52.0,27.0,42.0,41.0,32.0,7.0,4.0,1,6,6,6,1.0
1154,55-64,Female,Masters degree,39.0,35.0,41.0,35.0,40.0,6.0,11.0,3,6,6,6,0.0
1155,18-24,Male,Left school at 18 years ,41.0,34.0,45.0,42.0,27.0,6.0,10.0,4,4,4,4,1.5
1156,18-24,Female,Masters degree,40.0,41.0,48.0,48.0,38.0,5.0,9.0,6,6,4,6,1.0
1157,18-24,Male,Doctorate degree,27.0,51.0,56.0,53.0,38.0,4.0,10.0,6,6,6,4,3.0
1158,18-24,Female,"Some college or university, no certificate or degree",38.0,39.0,44.0,39.0,45.0,4.0,5.0,3,3,6,2,2.0
1159,18-24,Male,"Some college or university, no certificate or degree",42.0,52.0,57.0,46.0,39.0,8.0,9.0,4,5,5,6,0.0
1160,45-54,Male,Professional certificate/diploma,31.0,40.0,44.0,35.0,48.0,3.0,8.0,3,6,5,6,2.5
1161,25-34,Female,University degree,42.0,39.0,47.0,43.0,33.0,5.0,10.0,6,4,5,1,2.5
1162,18-24,Male,Left school at 17 years,44.0,32.0,36.0,37.0,43.0,6.0,9.0,5,6,4,6,0.0
1163,18-24,Male,"Some college or university, no certificate or degree",36.0,39.0,56.0,44.0,44.0,6.0,11.0,5,4,4,3,1.5
1164,25-34,Female,Doctorate degree,34.0,33.0,48.0,49.0,54.0,3.0,5.0,5,6,6,0,1.0
1165,25-34,Male,Left school at 17 years,32.0,42.0,46.0,44.0,45.0,5.0,7.0,4,6,4,6,4.5
1166,25-34,Male,"Some college or university, no certificate or degree",44.0,32.0,49.0,39.0,49.0,7.0,6.0,5,4,5,1,2.5
1167,35-44,Male,University degree,32.0,36.0,52.0,48.0,28.0,9.0,11.0,6,6,6,3,0.0
1168,25-34,Male,University degree,41.0,33.0,53.0,41.0,46.0,4.0,7.0,5,6,6,1,0.0
1169,18-24,Male,Left school at 18 years ,44.0,38.0,55.0,38.0,34.0,7.0,9.0,6,6,5,2,0.0
1170,45-54,Male,Professional certificate/diploma,40.0,39.0,45.0,30.0,34.0,6.0,8.0,5,6,6,1,2.5
1171,35-44,Female,University degree,25.0,48.0,55.0,51.0,44.0,3.0,6.0,6,6,6,5,0.0
1172,35-44,Male,"Some college or university, no certificate or degree",37.0,36.0,46.0,38.0,43.0,3.0,8.0,3,6,5,6,2.5
1173,18-24,Male,"Some college or university, no certificate or degree",33.0,41.0,39.0,47.0,48.0,7.0,8.0,5,6,5,3,1.5
1174,18-24,Female,"Some college or university, no certificate or degree",40.0,41.0,55.0,47.0,46.0,2.0,7.0,4,6,6,3,1.5
1175,18-24,Male,"Some college or university, no certificate or degree",36.0,34.0,52.0,41.0,49.0,4.0,9.0,4,6,6,6,3.0
1176,25-34,Male,Masters degree,39.0,34.0,46.0,37.0,49.0,9.0,11.0,6,6,6,5,0.0
1177,18-24,Male,"Some college or university, no certificate or degree",23.0,40.0,40.0,48.0,40.0,4.0,9.0,3,6,5,0,0.0
1178,18-24,Male,"Some college or university, no certificate or degree",44.0,39.0,46.0,34.0,35.0,2.0,7.0,5,2,5,0,3.0
1179,25-34,Female,"Some college or university, no certificate or degree",31.0,42.0,47.0,53.0,43.0,8.0,8.0,5,6,5,0,1.5
1180,25-34,Female,Masters degree,55.0,43.0,57.0,24.0,32.0,9.0,11.0,4,6,6,3,2.0
1181,18-24,Male,"Some college or university, no certificate or degree",28.0,38.0,42.0,48.0,40.0,4.0,3.0,0,6,3,0,2.0
1182,18-24,Male,"Some college or university, no certificate or degree",34.0,28.0,48.0,39.0,40.0,3.0,8.0,2,3,6,0,0.0
1183,25-34,Male,"Some college or university, no certificate or degree",52.0,37.0,42.0,40.0,34.0,5.0,8.0,5,6,6,3,2.5
1184,25-34,Female,Professional certificate/diploma,40.0,37.0,42.0,56.0,36.0,6.0,7.0,6,6,6,5,2.5
1185,18-24,Male,University degree,31.0,47.0,52.0,41.0,53.0,3.0,6.0,5,6,5,0,1.5
1186,45-54,Male,Left school at 16 years,34.0,31.0,45.0,49.0,44.0,4.0,9.0,4,6,4,1,2.5
1187,18-24,Male,"Some college or university, no certificate or degree",44.0,38.0,50.0,37.0,35.0,7.0,9.0,5,6,5,6,1.5
1188,18-24,Male,"Some college or university, no certificate or degree",26.0,44.0,48.0,47.0,36.0,9.0,8.0,6,5,6,4,1.0
1189,25-34,Female,University degree,48.0,38.0,52.0,46.0,42.0,5.0,7.0,5,6,6,2,1.0
1190,55-64,Female,Doctorate degree,32.0,43.0,49.0,40.0,42.0,4.0,7.0,6,6,6,6,2.0
1191,18-24,Male,"Some college or university, no certificate or degree",25.0,49.0,49.0,39.0,42.0,8.0,8.0,4,6,5,6,0.0
1192,18-24,Male,Masters degree,18.0,42.0,51.0,54.0,48.0,3.0,5.0,5,6,5,2,0.0
1193,18-24,Female,"Some college or university, no certificate or degree",42.0,44.0,49.0,44.0,22.0,9.0,10.0,3,6,6,4,1.0
1194,18-24,Male,Left school at 18 years ,51.0,29.0,49.0,46.0,33.0,9.0,10.0,6,4,4,6,3.5
1195,18-24,Male,"Some college or university, no certificate or degree",14.0,47.0,53.0,53.0,38.0,5.0,8.0,5,4,4,5,0.0
1196,35-44,Male,University degree,39.0,41.0,51.0,36.0,45.0,6.0,10.0,5,6,6,2,2.5
